Boundary,Protocol,Time_Bin_Start_Sec,Bytes,Packets,Bytes_per_Sec,Packets_per_Sec
Ignition SCADA <-> Middleware (OPC UA),OPC UA,521.0,996,6,996.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,522.0,986,6,986.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,523.0,905,6,905.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,524.0,1095,6,1095.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,525.0,434,3,434.0,3.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,526.0,878,6,878.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,527.0,969,6,969.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,528.0,851,6,851.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,529.0,1258,10,1258.0,10.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,530.0,1094,6,1094.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,531.0,407,3,407.0,3.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,532.0,1040,6,1040.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,533.0,1050,6,1050.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,534.0,878,6,878.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,535.0,1122,6,1122.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,536.0,905,6,905.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,537.0,407,3,407.0,3.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,538.0,986,6,986.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,539.0,969,6,969.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,540.0,851,6,851.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,541.0,1121,6,1121.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,542.0,959,6,959.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,543.0,461,3,461.0,3.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,544.0,1393,10,1393.0,10.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,545.0,969,6,969.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,546.0,1013,6,1013.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,547.0,987,6,987.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,548.0,878,6,878.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,549.0,488,3,488.0,3.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,550.0,851,6,851.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,551.0,888,6,888.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,552.0,932,6,932.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,553.0,1148,6,1148.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,554.0,959,6,959.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,555.0,407,3,407.0,3.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,556.0,986,6,986.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,557.0,1051,6,1051.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,558.0,1013,6,1013.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,559.0,1285,10,1285.0,10.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,560.0,932,6,932.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,561.0,407,3,407.0,3.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,562.0,851,6,851.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,563.0,969,6,969.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,564.0,1148,6,1148.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,565.0,932,6,932.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,566.0,878,6,878.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,567.0,542,3,542.0,3.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,568.0,960,6,960.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,569.0,1040,6,1040.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,570.0,942,6,942.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,571.0,959,6,959.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,572.0,932,6,932.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,573.0,407,3,407.0,3.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,574.0,1339,10,1339.0,10.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,575.0,1148,6,1148.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,576.0,996,6,996.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,577.0,932,6,932.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,578.0,959,6,959.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,579.0,906,6,906.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,580.0,596,3,596.0,3.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,581.0,905,6,905.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,582.0,969,6,969.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,583.0,851,6,851.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,584.0,851,6,851.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,585.0,932,6,932.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,586.0,704,3,704.0,3.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,587.0,932,6,932.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,588.0,915,6,915.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,589.0,1393,10,1393.0,10.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,590.0,1014,6,1014.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,591.0,1013,6,1013.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,592.0,407,3,407.0,3.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,593.0,878,6,878.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,594.0,969,6,969.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,595.0,851,6,851.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,596.0,932,6,932.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,597.0,1148,6,1148.0,6.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,598.0,407,3,407.0,3.0
Ignition SCADA <-> Middleware (OPC UA),OPC UA,599.0,959,6,959.0,6.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,0.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,2.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,3.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,4.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,5.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,6.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,7.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,8.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,9.0,4638,42,4638.0,42.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,10.0,2571,24,2571.0,24.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,11.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,12.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,13.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,14.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,15.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,16.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,17.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,18.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,19.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,20.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,21.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,22.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,23.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,24.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,25.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,26.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,27.0,2806,26,2806.0,26.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,28.0,4403,40,4403.0,40.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,29.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,30.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,31.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,32.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,33.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,34.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,35.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,36.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,37.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,38.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,39.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,40.0,3260,30,3260.0,30.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,41.0,3949,36,3949.0,36.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,42.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,43.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,44.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,45.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,46.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,47.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,48.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,49.0,4170,38,4170.0,38.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,50.0,3039,28,3039.0,28.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,51.0,4806,44,4806.0,44.0
